Address,City,County,Id,License,State,Structure Type,Latitude,Longitude,Structure
6106 SOUTH BROOK FOREST ROAD (10287),EVERGREEN,JEFFERSON,18022,AT&T,CO,MTOWER,39.602305556,-105.333944444,11.9
1005 NORTH POPLAR STREET (108985),LEADVILLE,LAKE,18023,AT&T,CO,LTOWER,39.258944444,-106.390388889,24.1
405 AREGENTINE STREET (148589),GEORGETOWN,CLEAR CREEK,18024,AT&T,CO,MTOWER,39.706055556,-105.698666667,45.7
Bunker Hill Road 2.4 miles top of mountain  (109031),SILVER CLIFF,CUSTER,306,AT&T,CO,MTOWER,38.127611111,-105.369611111,27.7
"SW 1/4 NW 1/4 S 14, T 15 S, R 79 W  (109035)",Buena Vista,CHAFFEE,307,AT&T,CO,LTOWER,38.74575,-106.198805556,14
1 RADIO TOWER SPUR ROAD (CR 397A)  (109458),BALLTOWN,LAKE,308,AT&T,CO,LTOWER,39.086277778,-106.268194444,27.1
1005 NORTH POPLAR STREET  (108985),LEADVILLE,LAKE,309,AT&T,CO,LTOWER,39.258944444,-106.390388889,24.1
COUNTY ROAD 595  (109027),Lake George,PARK,310,AT&T,CO,LTOWER,39.050222222,-105.514027778,29
86 K Street  (18312),Penrose,FREMONT,311,AT&T,CO,LTOWER,38.461055556,-104.997111111,59.4
MONARCH PASS  (42502),Salida,CHAFFEE,313,AT&T,CO,LTOWER,38.49625,-106.318916667,39.9
501 Mountain Bailey Drive  (49110),Bailey,PARK,314,AT&T,CO,LTOWER,39.415,-105.459472222,30.5
411 Poplar Street  (108987),Leadville,LAKE,315,AT&T,CO,BTWR,39.247222222,-106.28975,28.4
31455 North US Highway 24  (132456),Buena Vista,CHAFFEE,316,AT&T,CO,MTOWER,38.874888889,-106.16075,32.9
3/4 Mile West of Mile Marker 25 On HWY 115  (87013),PENROSE,FREMONT,318,AT&T,CO,MTOWER,38.528555556,-104.968944444,46
47717 Hwy 285  (114008),Grant,PARK,319,AT&T,CO,MTOWER,39.463055556,-105.680638889,26.5
Bunker Hill Road 2.4 miles top of mountain  (109031),SILVER CLIFF,CUSTER,320,AT&T,CO,MTOWER,38.127611111,-105.369611111,27.7
"SW 1/4 NW 1/4 S 14, T 15 S, R 79 W  (109035)",Buena Vista,CHAFFEE,321,AT&T,CO,LTOWER,38.74575,-106.198805556,14
1 RADIO TOWER SPUR ROAD (CR 397A)  (109458),BALLTOWN,LAKE,322,AT&T,CO,LTOWER,39.086277778,-106.268194444,27.1
1005 NORTH POPLAR STREET  (108985),LEADVILLE,LAKE,323,AT&T,CO,LTOWER,39.258944444,-106.390388889,24.1
COUNTY ROAD 595  (109027),Lake George,PARK,324,AT&T,CO,LTOWER,39.050222222,-105.514027778,29
86 K Street  (18312),Penrose,FREMONT,325,AT&T,CO,LTOWER,38.461055556,-104.997111111,59.4
MONARCH PASS  (42502),Salida,CHAFFEE,327,AT&T,CO,LTOWER,38.49625,-106.318916667,39.9
501 Mountain Bailey Drive  (49110),Bailey,PARK,328,AT&T,CO,LTOWER,39.415,-105.459472222,30.5
411 Poplar Street  (108987),Leadville,LAKE,329,AT&T,CO,BTWR,39.247222222,-106.28975,28.4
31455 North US Highway 24  (132456),Buena Vista,CHAFFEE,330,AT&T,CO,MTOWER,38.874888889,-106.16075,32.9
3/4 Mile West of Mile Marker 25 On HWY 115  (87013),PENROSE,FREMONT,332,AT&T,CO,MTOWER,38.528555556,-104.968944444,46
47717 Hwy 285  (114008),Grant,PARK,333,AT&T,CO,MTOWER,39.463055556,-105.680638889,26.5
(Hardin Ranch) 32998 Hwy 43,Kersey,WELD,1451,Verizon,CO,GTOWER,40.320888889,-104.440388889,44.9
(Hardin Ranch) 32998 Hwy 43,Kersey,WELD,1466,Verizon,CO,GTOWER,40.320888889,-104.440388889,44.9
(Briggsdale) 2.92 MI NE of Briggsdale,Briggsdale,WELD,1469,Verizon,CO,GTOWER,40.665833333,-104.285555556,58.5
Hudson Site 21235 Weld County Road 12,Hudson,WELD,1474,Verizon,CO,TOWER,40.073611111,-104.655555556,45.7
Raymer  - 142 Front St.,New Raymer,WELD,1475,Verizon,CO,TOWER,40.607805556,-103.830805556,59.4
"(Grassland) 70589 CR 112, Stoneham, CO",Stoneham,WELD,1476,Verizon,CO,GTOWER,40.803805556,-103.690444444,76.2
(Roggen)  I-76 Frontage Road,Roggen,WELD,1477,Verizon,CO,LTOWER,40.171666667,-104.379527778,45.7
(Ignacio) 9376 County Road 318,Ignacio,LA PLATA,42684,Verizon,CO,TOWER,37.097416667,-107.641055556,57.9
(Ute Mountain) Top of Sleeping Ute Mtn,Towaoc,MONTEZUMA,42683,Verizon,CO,LTOWER,37.220027778,-108.807194444,28.2
(Lake Vallecito site) 380 Middle Mountain Rd,Bayfield,LA PLATA,42681,Verizon,CO,MTOWER,37.443861111,-107.538,46.3
(Goodman Point site) 11510 County Road 15,CORTEZ,MONTEZUMA,42677,Verizon,CO,LTOWER,37.378972222,-108.772416667,97
(Cahone) 26077 US HWY 666,PLEASANT VIEW,MONTEZUMA,42676,Verizon,CO,LTOWER,37.589388889,-108.766722222,62.8
Bayfield Site 440 Lariat Rd,BAYFIELD,LA PLATA,42674,Verizon,CO,TOWER,37.243333333,-107.621111111,40.4
.5 MILES WEST OF THE ANIMAS RIVER AND .7 MILES SOUTH OF THE GREEN RIVER CEMETERY,SMELTER MOUNTAIN,LA PLATA,42673,Verizon,CO,TOWER,37.262222222,-107.891944444,55.5
"Ute Mountain, Hemano Peak (109743)",Towaoc,MONTEZUMA,2370,AT&T,CO,LTOWER,37.220138889,-108.80725,34.1
Approximately 5 miles SW of Miramonte Resevoir (109023),Miramonte Resevoir,SAN MIGUEL,2371,AT&T,CO,LTOWER,37.910916667,-108.402555556,16.8
LAST DOLLAR ROAD T60   (109018),PLACERVILLE,SAN MIGUEL,2372,AT&T,CO,GTOWER,37.991388889,-107.97275,20.7
Appros. 2.1 miles NNW of Ridgway (109019),Ridgway,OURAY,2373,AT&T,CO,LTOWER,38.181722222,-107.776611111,14.6
Atop of Golden Crystal Mountain (109020),Ouray,OURAY,2374,AT&T,CO,LTOWER,38.015083333,-107.666361111,7
246 MAIN STREET   (108698),Dove Creek,DOLORES,2375,AT&T,CO,LTOWER,37.76375,-108.904444444,27.4
SPRING CREEK I (109007),BAYFIELD,LA PLATA,2376,AT&T,CO,GTOWER,37.184638889,-107.4855,34.4
1095 NORTH PINE STREET (132334),NORWOOD,SAN MIGUEL,2377,AT&T,CO,LTOWER,38.137388889,-108.293833333,60.4
Mineral Street (108697),Silverton,SAN JUAN,2378,AT&T,CO,MTOWER,37.803222222,-107.668527778,46.9
6509 COLORADO 140 (122082),Hesperus,LA PLATA,2379,AT&T,CO,LTOWER,37.086472222,-108.174027778,60.7
"Ute Mountain, Hemano Peak (109743)",Towaoc,MONTEZUMA,2380,AT&T,CO,LTOWER,37.220138889,-108.80725,34.1
Approximately 5 miles SW of Miramonte Resevoir (109023),Miramonte Resevoir,SAN MIGUEL,2381,AT&T,CO,LTOWER,37.910916667,-108.402555556,16.8
LAST DOLLAR ROAD T60   (109018),PLACERVILLE,SAN MIGUEL,2382,AT&T,CO,GTOWER,37.991388889,-107.97275,20.7
Appros. 2.1 miles NNW of Ridgway (109019),Ridgway,OURAY,2383,AT&T,CO,LTOWER,38.181722222,-107.776611111,14.6
Atop of Golden Crystal Mountain (109020),Ouray,OURAY,2384,AT&T,CO,LTOWER,38.015083333,-107.666361111,7
246 MAIN STREET   (108698),Dove Creek,DOLORES,2385,AT&T,CO,LTOWER,37.76375,-108.904444444,27.4
SPRING CREEK I (109007),BAYFIELD,LA PLATA,2386,AT&T,CO,GTOWER,37.184638889,-107.4855,34.4
1095 NORTH PINE STREET (132334),NORWOOD,SAN MIGUEL,2387,AT&T,CO,LTOWER,38.137388889,-108.293833333,60.4
Mineral Street (108697),Silverton,SAN JUAN,2388,AT&T,CO,MTOWER,37.803222222,-107.668527778,46.9
6509 COLORADO 140 (122082),Hesperus,LA PLATA,2389,AT&T,CO,LTOWER,37.086472222,-108.174027778,60.7
0.93 Mi. Southwest of Last Chance at the Southwest corner of HWY 36 and HWY 71,Last Chance,WASHINGTON,46659,Verizon,CO,TOWER,39.735,-103.605277778,32.5
3 Miles E. of Anton at the Northwest corner of Highway 36 and County Road 2,Anton,WASHINGTON,46658,Verizon,CO,TOWER,39.741777778,-103.274083333,20.3
18133 Hwy 36,Akron,WASHINGTON,46657,Verizon,CO,TOWER,39.742972222,-103.367888889,56.9
"SW 1/4 SW 1/4 Section 10, Township 23 S, Range 58 W",Olney Springs,OTERO,36686,Verizon,CO,TOWER,38.055,-103.893611111,59.7
(Walker Ranch) 7471 HWY 50 WEST,Pueblo,PUEBLO,36684,Verizon,CO,LTOWER,38.360944444,-104.872611111,57.3
"NW 1/4 NE 1/4 Section 28, Township 19 S, Range 64 W",Pueblo,PUEBLO,36683,Verizon,CO,TOWER,38.372611111,-104.561083333,96
"SW 1/4 NW 1/4 Section 5, Township 25 S, Range 66 W",Colorado City,PUEBLO,36682,Verizon,CO,TOWER,37.903777778,-104.807361111,126.8
"NW 1/4 NE 1/4 Section 33, Township 20 S, Range 62 W",Pueblo,PUEBLO,36681,Verizon,CO,TOWER,38.273611111,-104.339166667,81.1
32354 COUNTY ROAD 187 (109028),AGATE,ELBERT,4091,AT&T,CO,GTOWER,39.344027778,-103.793888889,113.4
COUNTY ROAD 41 (108689),Arriba,LINCOLN,4092,AT&T,CO,GTOWER,39.314333333,-103.306583333,71.6
18595 COUNTY ROAD 50 (109329),BURLINGTON,KIT CARSON,4093,AT&T,CO,GTOWER,39.316666667,-102.243055556,89.3
COUNTY ROAD 34 (108990),KIT CARSON,CHEYENNE,4094,AT&T,CO,GTOWER,38.7875,-102.538055556,143.3
15677 Highway 59 (109369),Seibert,KIT CARSON,4095,AT&T,CO,GTOWER,39.263555556,-102.874944444,66.1
39520 County Road 153 (109028),Agate,ELBERT,4096,AT&T,CO,LTOWER,39.439805556,-103.937666667,106.7
53481 County Road 39 (109014),Genoa,LINCOLN,4097,AT&T,CO,LTOWER,39.275166667,-103.530694444,117.4
20001 COUNTY ROAD 6 (108672),Flagler,KIT CARSON,4098,AT&T,CO,LTOWER,39.315166667,-103.04525,148.4
28987 County Road U (109010),Stratton,KIT CARSON,4099,AT&T,CO,LTOWER,39.291527778,-102.639361111,148.1
18415 COUNTY ROAD 40 (108984),Bethune,KIT CARSON,4100,AT&T,CO,GTOWER,39.303333333,-102.439083333,123.4
49500 COUNTY ROAD B (122256),Burlington,KIT CARSON,4101,AT&T,CO,LTOWER,39.057916667,-102.257027778,60.7
102 West 5th Ave. (109015),Kit Carson,CHEYENNE,4102,AT&T,CO,MTOWER,38.766944444,-102.792166667,45.7
325 West 4th Street North (108978),Cheyenne Wells,CHEYENNE,4103,AT&T,CO,MTOWER,38.8255,-102.352666667,42.7
32354 COUNTY ROAD 187 (109028),AGATE,ELBERT,4104,AT&T,CO,GTOWER,39.344027778,-103.793888889,113.4
COUNTY ROAD 41 (108689),Arriba,LINCOLN,4105,AT&T,CO,GTOWER,39.314333333,-103.306583333,71.6
18595 COUNTY ROAD 50 (109329),BURLINGTON,KIT CARSON,4106,AT&T,CO,GTOWER,39.316666667,-102.243055556,89.3
COUNTY ROAD 34 (108990),KIT CARSON,CHEYENNE,4107,AT&T,CO,GTOWER,38.7875,-102.538055556,143.3
15677 Highway 59 (109369),Seibert,KIT CARSON,4108,AT&T,CO,GTOWER,39.263555556,-102.874944444,66.1
39520 County Road 153 (109028),Agate,ELBERT,4109,AT&T,CO,LTOWER,39.439805556,-103.937666667,106.7
53481 County Road 39 (109014),Genoa,LINCOLN,4110,AT&T,CO,LTOWER,39.275166667,-103.530694444,117.4
20001 COUNTY ROAD 6 (108672),Flagler,KIT CARSON,4111,AT&T,CO,LTOWER,39.315166667,-103.04525,148.4
28987 County Road U (109010),Stratton,KIT CARSON,4112,AT&T,CO,LTOWER,39.291527778,-102.639361111,148.1
18415 COUNTY ROAD 40 (108984),Bethune,KIT CARSON,4113,AT&T,CO,GTOWER,39.303333333,-102.439083333,123.4
49500 COUNTY ROAD B (122256),Burlington,KIT CARSON,4114,AT&T,CO,LTOWER,39.057916667,-102.257027778,60.7
102 West 5th Ave. (109015),Kit Carson,CHEYENNE,4115,AT&T,CO,MTOWER,38.766944444,-102.792166667,45.7
325 West 4th Street North (108978),Cheyenne Wells,CHEYENNE,4116,AT&T,CO,MTOWER,38.8255,-102.352666667,42.7
Eckley Site 3704 County Rd T5,Eckley,YUMA,34560,Verizon,CO,TOWER,40.105555556,-102.482222222,46.4
13023 Country Rd 11,Merino,LOGAN,34557,Verizon,CO,TOWER,40.61775,-103.490972222,57
15493 Country Rd 57,Hillrose,MORGAN,34556,Verizon,CO,TOWER,40.392888889,-103.374583333,57
"SE 1/4 SEC 12, T1S, R56W, 6th P.M., State Highway 71",Woodrow,WASHINGTON,34555,Verizon,CO,TOWER,39.976916667,-103.592861111,79.9
2.7 MI NORTH OF US HIGHWAY 6 AND 3.7 MI WEST OF STATE HIGHWAY 55,HAXTUN,LOGAN,34551,Verizon,CO,TOWER,40.718888889,-102.877222222,94.5
APPROX 2.1 MILES N OF INTERSTATE ROUTE 76 AND 3.1 MILES ENE OF U S ROUTE 385,JULESBURG,SEDGWICK,34550,Verizon,CO,TOWER,40.9875,-102.26075,39.6
(Holyoke) 20538 COUNTY ROAD 37,Holyoke,PHILLIPS,34549,Verizon,CO,GTOWER,40.580277778,-102.320277778,96.6
Akron Site 1/8 MI N OF US HWY 34 2.5 MI W,Akron,WASHINGTON,34548,Verizon,CO,TOWER,40.164444444,-103.265555556,48
16417 LADD ST.,WIGGINS,MORGAN,34547,Verizon,CO,TOWER,40.234444444,-104.058333333,33.5
Yuma Site HWY 34 & CO RD ZZ 5 MI WNW,Yuma,WASHINGTON,34546,Verizon,CO,TOWER,40.143055556,-102.814722222,122.8
Wray Site 32273 COUNTY RD,Wray,YUMA,34545,Verizon,CO,TOWER,40.041944444,-102.2475,49.8
11709 CR 47,STERLING,LOGAN,34543,Verizon,CO,TOWER,40.608333333,-103.148055556,95.1
Lobo Overlook     (Wolf Creek #88836),Creede,MINERAL,34521,Verizon,CO,TOWER,37.493,-106.801222222,38.1
"Pita Site Section 17, T31S, R68W",Weston,HUERFANO,34507,Verizon,CO,TOWER,37.340555556,-105.024444444,31.6
(Kim site) 22371 Country Road 109,Kim,LAS ANIMAS,34506,Verizon,CO,TOWER,37.323583333,-103.357472222,149.4
Model Cell Site - 485251 CR 52,Model,LAS ANIMAS,34505,Verizon,CO,TOWER,37.367027778,-104.266138889,79.2
(Monson) 1045 CR 310,Walsenburg,HUERFANO,34504,Verizon,CO,LTOWER,37.524083333,-104.696916667,49.4
Springfield Site 1.8 MI N US RT 160 WITHIN CITY,SPRINGFIELD,BACA,34503,Verizon,CO,TOWER,37.41,-102.6275,127.1
(Baldy Mtn) 1.3 MI W OF I-25 3.4 MI N OF MANSONIC CEMETARY,LAS ANIMAS,LAS ANIMAS,34501,Verizon,CO,GTOWER,37.240638889,-104.517777778,63.7
(Kit Carson Site) 12433 County Road 14,Kit Carson,CHEYENNE,34493,Verizon,CO,GTOWER,38.784388889,-102.906333333,79.8
(DT Cheyenne Wells site) 43056 County Road Q,Cheyenne Wells,CHEYENNE,34491,Verizon,CO,TOWER,38.811916667,-102.368444444,79.9
(Burlington site) 1900 County Road 50,BURLINGTON,KIT CARSON,34490,Verizon,CO,TOWER,39.310277778,-102.25,94.4
APPROX 2.8 MI WSW OF FLAGLER,HUGO,KIT CARSON,34488,Verizon,CO,TOWER,39.283611111,-103.113611111,94.5
approx 1.5 miles S of US 40 on CR 34,Kit Carson,CHEYENNE,34487,Verizon,CO,TOWER,38.785694444,-102.539333333,106.7
(Agate) 46500 Country Rd 141,LIMON,ELBERT,34485,Verizon,CO,GTOWER,39.369444444,-103.800277778,94.5
1.3 MI W OF US RT 40 1.8 MI NE OF SCHAFER RSVR,HUGO,LINCOLN,34484,Verizon,CO,TOWER,38.9375,-103.231111111,92.3
(Parkdale) Twin Mountain (CO20570-A),Canon City,FREMONT,34283,Verizon,CO,GTOWER,38.515277778,-105.3075,35.9
Poncha Springs Site 11170 W. Hwy 50,Poncha Springs,CHAFFEE,34282,Verizon,CO,TOWER,38.519138889,-106.081194444,33.5
(Canon City) 12284 County Rd. 3,CANON CITY,FREMONT,34275,Verizon,CO,GTOWER,38.406666667,-105.267777778,91.7
(Pinery) 8752 N. Highway 83,Parker,DOUGLAS,33374,Verizon,CO,MTOWER,39.490305556,-104.756361111,10.7
Noonen Site Colorado Road 241,Byers,ARAPAHOE,33372,Verizon,CO,TOWER,39.725333333,-103.924638889,79.2
Pine Junction 13889 Stone Chimney Lane,Pine,JEFFERSON,33367,Verizon,CO,TOWER,39.462,-105.387222222,20.1
12327 S. State Hwy 83,Franktown,DOUGLAS,33355,Verizon,CO,TOWER,39.183861111,-104.732916667,12.8
(Deer Trail) 6303 South County Road 213,Deer Trail,ARAPAHOE,33354,Verizon,CO,GTOWER,39.601861111,-104.06275,106.3
4900 Gun Club Road,Aurora,ARAPAHOE,33353,Verizon,CO,TOWER,39.628305556,-104.721194444,19.8
31990 E. Colfax Avenue,WATKINS,ADAMS,33351,Verizon,CO,TOWER,39.741111111,-104.614166667,64
"NW 1/4, S12, T4S, R72W, 6TH PM",IDAHO SPRINGS,CLEAR CREEK,33350,Verizon,CO,TOWER,39.7175,-105.405555556,6.1
3.3 MI SE,STRAUSBURG,ARAPAHOE,33346,Verizon,CO,TOWER,39.695527778,-104.303555556,63.4
"Ute Mountain, Hemano Peak (109743)",Ute Mountain Indian,MONTEZUMA,32283,AT&T,CO,LTOWER,37.220138889,-108.80725,34.1
Cleveland (108691),WALSENBURG,HUERFANO,30863,AT&T,CO,GTOWER,37.642277778,-104.769861111,121
BUDGE BY (108683),SPRINGFIELD,BACA,30862,AT&T,CO,GTOWER,37.364388889,-102.648666667,152.4
Point 4 Miles North of US Route 160 (108974),Fort Garland,COSTILLA,30861,AT&T,CO,LTOWER,37.6045,-105.238388889,28.6
"Bowen Mine, Township 32 N, Range 64 W (108686)",TRINIDAD,LAS ANIMAS,30860,AT&T,CO,LTOWER,37.239555556,-104.510388889,62.5
9th Street (109457),Sanford,COSTILLA,30859,AT&T,CO,GTOWER,37.205861111,-105.428777778,57.9
1435 Prospect Mountain Drive (10283),ESTES PARK,LARIMER,4852,AT&T,CO,LTOWER,40.360638889,-105.5205,35
985 2nd Street (15376),Berthoud,LARIMER,4854,AT&T,CO,MTOWER,40.310583333,-105.077722222,32
10494 HWY 257 SPUR (10347),WINDSOR,WELD,4855,AT&T,CO,GTOWER,40.391805556,-104.89,93
214 Chickasaw Court (42501),Fort Collins,LARIMER,4856,AT&T,CO,GTOWER,40.867638889,-105.643361111,13.1
20208 North County Rd 5 (92764),Carr,LARIMER,4857,AT&T,CO,GTOWER,40.880972222,-104.964138889,48.8
1435 Prospect Mountain Drive (10283),ESTES PARK,LARIMER,4859,AT&T,CO,LTOWER,40.360638889,-105.5205,35
985 2nd Street (15376),Berthoud,LARIMER,4861,AT&T,CO,MTOWER,40.310583333,-105.077722222,32
10494 HWY 257 SPUR (10347),WINDSOR,WELD,4862,AT&T,CO,GTOWER,40.391805556,-104.89,93
214 Chickasaw Court (42501),Fort Collins,LARIMER,4863,AT&T,CO,GTOWER,40.867638889,-105.643361111,13.1
20208 North County Rd 5 (92764),Carr,LARIMER,4864,AT&T,CO,GTOWER,40.880972222,-104.964138889,48.8
32998 HWY 34 (10302),Hardin,WELD,4865,AT&T,CO,GTOWER,40.320722222,-104.438916667,81.7
COUNTY RD 110 (41875),GROVER,WELD,4866,AT&T,CO,LTOWER,40.741472222,-103.990305556,129.5
14615 WELD COUNTY ROAD 122 (10301),CARR,WELD,4867,AT&T,CO,GTOWER,40.871694444,-104.778722222,125.3
18002 COUNTY ROAD 63 (10299),Keensburg,WELD,4868,AT&T,CO,GTOWER,40.175944444,-104.465694444,77.4
16499 WELD COUNTY ROAD 18 (10332),FT. LUPTON,WELD,4869,AT&T,CO,LTOWER,40.125194444,-104.744722222,51.5
10494 HIGHWAY 257 SPUR (10347),WINDSOR,WELD,4870,AT&T,CO,GTOWER,40.391805556,-104.89,93
18494 I-25 EAST ACCESS ROAD (10333),MEAD,WELD,4871,AT&T,CO,LTOWER,40.268888889,-104.978055556,33.2
8126 HIGHWAY 14 (17828),FORT COLLINS,WELD,4872,AT&T,CO,MTOWER,40.581138889,-104.904722222,31.4
32998 HWY 34 (10302),Hardin,WELD,4873,AT&T,CO,GTOWER,40.320722222,-104.438916667,81.7
COUNTY RD 110 (41875),GROVER,WELD,4874,AT&T,CO,LTOWER,40.741472222,-103.990305556,129.5
14615 WELD COUNTY ROAD 122 (10301),CARR,WELD,4875,AT&T,CO,GTOWER,40.871694444,-104.778722222,125.3
18002 COUNTY ROAD 63 (10299),Keensburg,WELD,4876,AT&T,CO,GTOWER,40.175944444,-104.465694444,77.4
16499 WELD COUNTY ROAD 18 (10332),FT. LUPTON,WELD,4877,AT&T,CO,LTOWER,40.125194444,-104.744722222,51.5
10494 HIGHWAY 257 SPUR (10347),WINDSOR,WELD,4878,AT&T,CO,GTOWER,40.391805556,-104.89,93
18494 I-25 EAST ACCESS ROAD (10333),MEAD,WELD,4879,AT&T,CO,LTOWER,40.268888889,-104.978055556,33.2
8126 HIGHWAY 14 (17828),FORT COLLINS,WELD,4880,AT&T,CO,MTOWER,40.581138889,-104.904722222,31.4
49760 County Road W (109329),Burlington,KIT CARSON,5999,AT&T,CO,GTOWER,39.316666667,-102.243055556,89.3
49760 County Road W (109329),Burlington,KIT CARSON,6011,AT&T,CO,GTOWER,39.316666667,-102.243055556,89.3
7 MI ESE,HAYDEN,ROUTT,25255,Verizon,CO,TOWER,40.465555556,-107.114722222,12.2
3.9 KILOMETERS EAST OF U.S. ROUTE 40 & 1.8 KILOMETERS N OF HARRISON CREEK,RABBIT EARS PASS,ROUTT,25253,Verizon,CO,TOWER,40.354444444,-106.699444444,28
(Maybell) 4.5 MI SOUTH OF THE YAMPA RIVER AND 1.7 MI EAST OF BUFFALO GULTCH,RANGELY,MOFFAT,25251,Verizon,CO,GTOWER,40.388055556,-108.385,94.5
(Steamboat Lake) APPROX. 19 MILES N NW OF,STEAMBOAT SPRINGS,ROUTT,25250,Verizon,CO,LTOWER,40.753861111,-106.946444444,16.8
0.7 miles west of state Route 131 and 1.4 miles north northwest of,Oak Creek,ROUTT,25247,Verizon,CO,TOWER,40.295,-106.975277778,33.5
"T1N, R77W, Sec 10",Granby,GRAND,25245,Verizon,CO,TOWER,40.060027778,-105.998944444,39.6
(Wolford Mtn) 3.9 Mi N of the Kremmling Colorado City Limits and 1.9 miles E,Kremmling,GRAND,25244,Verizon,CO,LTOWER,40.118361111,-106.391583333,26.8
(Grand Lake) 400 old Tonahutu Ridge Road,Grand Lake,GRAND,25257,Verizon,CO,MTOWER,40.258305556,-105.825083333,25.9
7580 Hwy 71,Ordway,CROWLEY,22437,Verizon,CO,TOWER,38.2445,-103.743444444,56.4
"(Eads) W 7th & CR S, 1 mi. E of Eads     (Eads 1A #88801)",Eads,KIOWA,22434,Verizon,CO,LTOWER,38.485555556,-102.756944444,112.2
APPROXIMATELY 1 MILE SOUTH OF MANZANOLA,MANZANOLA,CROWLEY,22432,Verizon,CO,TOWER,38.104444444,-103.931611111,57.9
Holly - 30019 CR HH,HOLLY,PROWERS,22431,Verizon,CO,TOWER,38.086111111,-102.208527778,33.5
6.5 MI SE,Las Animas,PROWERS,22430,Verizon,CO,TOWER,37.9975,-103.155194444,57.9
(Henkel site) 0 Industry Ave,Pueblo,EL PASO,22372,Verizon,CO,TOWER,38.537666667,-104.636083333,53.6
Calhan Site 11820 Hahn Road,CALHAN,EL PASO,22359,Verizon,CO,TOWER,39.001944444,-104.316638889,33.5
(Henkel site) 0 Industry Ave,Pueblo,EL PASO,22387,Verizon,CO,TOWER,38.537666667,-104.636083333,53.6
Calhan Site 11820 Hahn Road,CALHAN,EL PASO,22374,Verizon,CO,TOWER,39.001944444,-104.316638889,33.5
380 MIDDLE MOUNTAIN ROAD (108988),BAYFIELD,LA PLATA,22035,AT&T,CO,MTOWER,37.443888889,-107.538027778,46.3
ATOP MISSIONARY RIDGE (109005),DURANGO,LA PLATA,22034,AT&T,CO,LTOWER,37.366277778,-107.783861111,32.3
9TH STREET (109457),SANFORD,COSTILLA,22033,AT&T,CO,GTOWER,37.205861111,-105.428777778,57.9
Approximately 6 miles ESE of Bayfield (109007),Spring Creek,LA PLATA,22032,AT&T,CO,GTOWER,37.184638889,-107.4855,34.4
11435 3 Road Avenue (109032),Hooper,ALAMOSA,22031,AT&T,CO,LTOWER,37.742694444,-105.877472222,56.7
17619 COUNTY ROAD 17 (108976),La Jara,CONEJOS,22030,AT&T,CO,LTOWER,37.24625,-105.947416667,62.8
Bunker Hill RD. (109031),Silver Cliff,CUSTER,22029,AT&T,CO,MTOWER,38.127611111,-105.369611111,27.7
5999 County Road 110 (109022),Salida,CHAFFEE,22028,AT&T,CO,GTOWER,38.507444444,-106.024444444,34.1
Atop of Oakbrush Hill (108687),Pagosa Springs,ARCHULETA,22026,AT&T,CO,LTOWER,37.192694444,-107.099916667,33.5
14124 G 5 (108999),Antonito,CONEJOS,22025,AT&T,CO,GTOWER,37.085666667,-105.992,119.5
FS 630 ROAD (109021),SOUTH FORK,RIO GRANDE,22024,AT&T,CO,LTOWER,37.729583333,-106.588666667,53
"COUNTY ROAD 402, LOBO OUTLOOK (109000)",CREEDE,MINERAL,22023,AT&T,CO,LTOWER,37.493,-106.801222222,38.1
COUNTY ROAD 46 AA (109016),Saguache,SAGUACHE,22022,AT&T,CO,GTOWER,38.163333333,-106.131944444,29.3
380 MIDDLE MOUNTAIN ROAD (108988),BAYFIELD,LA PLATA,22021,AT&T,CO,MTOWER,37.443888889,-107.538027778,46.3
ATOP MISSIONARY RIDGE (109005),DURANGO,LA PLATA,22020,AT&T,CO,LTOWER,37.366277778,-107.783861111,32.3
9TH STREET (109457),SANFORD,COSTILLA,22019,AT&T,CO,GTOWER,37.205861111,-105.428777778,57.9
Approximately 6 miles ESE of Bayfield (109007),Spring Creek,LA PLATA,22018,AT&T,CO,GTOWER,37.184638889,-107.4855,34.4
6677 I-25 South,Pueblo,PUEBLO,21637,Verizon,CO,TOWER,38.043888889,-104.731111111,57.9
8 MI ENE,PUEBLO,PUEBLO,21636,Verizon,CO,TOWER,38.315555556,-104.740833333,59.7
"Green Horn Site SW 1/4 NW 1/4 Section 5, Township 25 S, Range 66 W",COLORADO CITY,PUEBLO,21635,Verizon,CO,TOWER,37.903777778,-104.807361111,126.8
9.2 KM NORTH OF US ROUTE 50 AND 5.5 KM EAST OF INTERSTATE ROUTE 25,Pueblo,PUEBLO,21634,Verizon,CO,TOWER,38.358333333,-104.557222222,60.4
"Section 19, Township 21 S, Range 65 W",PUEBLO,PUEBLO,21633,Verizon,CO,TOWER,38.206944444,-104.707361111,46.9
2413 STATE HIGHWAY 287 (108982),Lamar,PROWERS,43207,AT&T,CO,GTOWER,37.664166667,-102.621444444,125
1505 EAST 16TH STREET (108981),LAJUNTA,OTERO,43206,AT&T,CO,MTOWER,37.974083333,-103.531138889,47.2
2803 HIGHWAY 101 (144955),LAS ANIMAS,BENT,43205,AT&T,CO,LTOWER,37.734555556,-103.139777778,48.8
HIGHWAY 10 AND ROAD 27 (49107),LA JUNTA,OTERO,43204,AT&T,CO,GTOWER,37.976722222,-103.581166667,128
316 STATE HIGHWAY 71  (108684),Sugar City,CROWLEY,43203,AT&T,CO,GTOWER,38.123111111,-103.746222222,56.7
